,apical,cell_soma_location,dendrite_type,disease_state,specimen_id,name,reconstruction_type,reporter_status,species,structure_area_abbrev,structure_area_id,structure_layer_name,transgenic_line,adaptation,avg_isi,electrode_0_pa,f_i_curve_slope,fast_trough_t_long_square,fast_trough_t_ramp,fast_trough_t_short_square,fast_trough_v_long_square,fast_trough_v_ramp,fast_trough_v_short_square,has_burst,has_delay,has_pause,id_x,input_resistance_mohm,latency,peak_t_long_square,peak_t_ramp,peak_t_short_square,peak_v_long_square,peak_v_ramp,peak_v_short_square,rheobase_sweep_id,rheobase_sweep_number,ri,sag,seal_gohm,slow_trough_t_long_square,slow_trough_t_ramp,slow_trough_t_short_square,slow_trough_v_long_square,slow_trough_v_ramp,slow_trough_v_short_square,threshold_i_long_square,threshold_i_ramp,threshold_i_short_square,threshold_t_long_square,threshold_t_ramp,threshold_t_short_square,threshold_v_long_square,threshold_v_ramp,threshold_v_short_square,thumbnail_sweep_id,trough_t_long_square,trough_t_ramp,trough_t_short_square,trough_v_long_square,trough_v_ramp,trough_v_short_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_ramp,upstroke_downstroke_ratio_short_square,vm_for_sag,vrest,hero_first_last_adratio,hero_first_mean_adratio,hero_isi_cv,hero_second_last_adratio,max_rate_first_last_adratio,max_rate_first_mean_adratio,max_rate_isi_cv,max_rate_long_square,max_rate_second_last_adratio,rheo_first_spike_hw,average_bifurcation_angle_local,average_bifurcation_angle_remote,average_contraction,average_diameter,average_fragmentation,average_parent_daughter_ratio,hausdorff_dimension,id_y,max_branch_order,max_path_distance,neuron_reconstruction_type,number_bifurcations,number_branches,number_nodes,number_stems,number_tips,overall_depth,overall_height,overall_width,scale_factor_x,scale_factor_y,scale_factor_z,soma_surface,superseded,tags,total_length,total_surface,total_volume
76,intact,"[8717.0, 993.400579986192, 3329.13488923495]",spiny,,484738748,Scnn1a-Tg2-Cre;Ai14-200711.05.02.01,,positive,Mus musculus,VISp,385,4,Scnn1a-Tg2-Cre,0.0170265693289827,43.8488095238095,22.901250340545698,0.34888888888888897,1.1689049999999999,3.22204666666667,1.02581166666667,-46.062503814697294,-45.3541692097982,-51.3437531789144,False,False,False,484741702,148.071152,0.0515700000000001,1.166515,3.220255,1.02331166666667,20.0625,32.1250012715658,24.5000006357829,484741035,47,208.28121900558497,0.0155193535611033,2.172593664,1.1833799999999999,3.253675,1.6511183333333301,-50.218753814697294,-49.260420481363894,-76.3177121480306,50.0,54.9999987284342,700.0,1.16604,3.21982166666667,1.02288833333333,-40.8125038146973,-36.21875127156579,-43.020836512247705,484741015,1.1833799999999999,3.253675,1.6511183333333301,-50.218753814697294,-49.260420481363894,-76.3177121480306,2.9583214851894395,3.09887688231406,2.90108081831858,-94.28125762939449,-74.9811172485352,0.503777294835974,0.5550891863274787,0.13174771286093484,0.7261719962744513,0.4658581159661158,0.5401937966332966,0.12350672316683256,38.0,0.6022595115467789,0.0007999999999999119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,intact,"[9567.21437135339, 2226.20544070167, 2370.7690222474]",spiny,,507101551,Rorb-IRES2-Cre-D;Ai14-234246.02.02.01,dendrite-only,positive,Mus musculus,VISl,409,6a,Rorb-IRES2-Cre,0.0379654660159399,55.0623529411765,23.7949989573272,0.19722222222222197,1.09554,2.35328,1.02504,-43.5625,-41.7656288146973,-46.59375,False,False,False,507130014,268.824672,0.0250000000000001,1.0926,2.35031,1.02328,41.96875,42.8125019073486,41.40625,507109554,38,257.812678813934,0.013316173106431997,1.38429568,1.11606,2.39593,,-46.937503814697294,-52.953126907348604,,50.0,33.25,400.0,1.09216,2.34985,1.0229,-36.4375,-35.8750019073486,-44.28125,507109542,1.11606,2.39593,1.99758,-46.937503814697294,-52.953126907348604,-64.53125,3.86294656062335,4.028920216123581,3.9525768867333597,-88.00000762939449,-65.4706497192383,0.2917414721723496,0.3541439651304376,0.22606551736926656,0.514362657091563,0.27053878486817384,0.35177210997019304,0.2213808252327014,25.0,0.45510126098586223,0.0008600000000000829,66.5918860717444,,0.880750139505363,0.543119633047225,66.6585365853659,0.99625,,552581071.0,8.0,638.315617482892,dendrite-only,21.0,46.0,2784.0,4.0,25.0,142.151,879.0358664593809,432.315298010138,0.1144,0.1144,0.28,143.258073405521,False,3D Neuron Reconstruction morphology,3243.9105900327004,5534.34284902516,789.250197930997
78,NA,"[8918.72168059731, 1569.23039561518, 8640.11760510546]",aspiny,,592712536,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-323433.04.01.01,,positive,Mus musculus,VISp,385,5,Nos1-CreERT2|Sst-IRES-FlpO,0.856717669251729,477.1,-0.600000030128583,0.0656839622641509,1.1145399999999999,2.84833333333333,1.02519,-50.468753814697294,-53.333335876464794,-58.531253814697294,False,False,False,592784597,231.22041600000003,0.041760000000000005,1.1124,2.84657333333333,1.02345,18.5312519073486,30.041667938232397,17.5625009536743,592758897,35,250.46876072883597,0.03978295251727101,1.888996608,,,,,,,70.0,45.625,420.0,1.11182,2.84602666666667,1.0229700000000002,-36.1562538146973,-35.2500025431315,-37.1406269073486,592758889,1.1145399999999999,2.84846666666667,1.6258,-50.468753814697294,-53.4479192097982,-64.703125,2.29915470262249,2.37926797672085,1.91381343581528,-91.90625762939449,-64.08144378662111,0.07716446551529516,0.14328233074827074,0.8567176692517293,1.0,0.1572833821682723,0.31837224628130506,0.47964518695152086,10.0,0.1917120133947259,0.0009200000000000319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,NA,"[9125.35180841524, 1778.26508018144, 2477.31899750724]",aspiny,,472517038,Sst-IRES-Cre;Ai14-181375.03.01.01,,positive,Mus musculus,VISp,385,5,Sst-IRES-Cre,-0.0926687179258865,9.04812499999999,6.71624995202125,0.0243697566284344,1.0284,8.834655,1.023844,-57.937503814697294,-49.812503814697294,-58.64375305175779,False,False,False,472518494,188.57446399999998,0.00653000000000015,1.0278399999999999,8.83388,1.023205,17.0937519073486,9.12500095367432,14.9750009536743,472517990,47,171.31699621677402,0.0736213847994804,2.48694144,,33.078755,1.375224,,-73.0937576293945,-75.2375030517578,390.0,195.375,552.0,1.027565,8.833505,1.022952,-39.2812538146973,-27.0937519073486,-42.80625,472517994,1.02843,33.078755,1.375224,-58.0625,-73.0937576293945,-75.2375030517578,1.21828858841836,0.9095948741913059,1.27475923719128,-92.75000762939449,-73.9048614501953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,NA,"[70.0, 260.0, 111.0]",aspiny,epilepsy,529807751,H16.06.010.01.03.04.01,full,,Homo Sapiens,MTG,12141,3,,0.0151484521881279,35.6115384615385,32.7024934909659,0.5743303725184201,1.05714,9.888473333333339,1.02394666666667,-67.4687576293945,-61.64583714803061,-66.750005086263,False,False,False,529919387,122.644168,0.0234000000000001,1.0565,9.88756,1.02330333333333,26.0312519073486,14.895833969116199,30.567709287007602,529812650,37,94.6875363588333,0.0380150601267815,1.143135616,,,,,,,150.0,221.874994913737,680.0,1.0562200000000002,9.88718,1.02302333333333,-40.4375,-33.5937512715658,-49.5937525431315,529812654,1.05716,9.88853333333333,1.73082,-67.5,-61.708335876464794,-70.1979192097982,1.38866009007699,1.26637041387296,1.52743254671206,-79.8750076293945,-69.4666900634766,0.4652933273622942,0.5835187385246793,0.40246253676983,0.6762203313927465,0.5374149659863982,0.6239747250744286,0.1134198413845483,79.0,0.6448979591836869,0.00034000000000000696,88.7127739641581,,0.9172808240161379,0.47183735108452096,102.93023255814,0.9967945387455021,,667320242.0,4.0,480.185658078505,full,22.0,50.0,4486.0,6.0,28.0,112.7241,629.279190130797,365.156273450767,0.1144,0.1144,0.28,500.13259744095495,False,3D Neuron Reconstruction morphology,5211.52204335265,7725.805966071371,932.317257855766
81,truncated,"[317.0, 268.0, 88.0]",spiny,epilepsy,539563223,H16.06.011.01.01.14.02,,,Homo Sapiens,MTG,12141,3,,0.0537970240463523,277.586666666667,-7.734999273034671,0.0489648033126294,1.18492,12.546906666666699,1.025992,-55.968753814697294,-58.8125025431315,-57.2437507629395,False,False,False,539880243,51.794348,0.0802800000000001,1.18156,12.543846666666699,1.02336,48.25,48.9375012715658,43.8687522888184,539565203,69,30.1563255488873,0.0917372032999992,1.530968704,,,,,,,330.0,288.08333333333303,2100.0,1.1810200000000002,12.5432933333333,1.022888,-35.15625,-38.09375,-36.231251525878896,539565207,1.1855799999999999,12.547646666666699,1.11706,-56.250003814697294,-59.2500025431315,-66.8187545776367,4.03782926493653,3.80893454083247,3.96737641720349,-71.53125,-66.5653762817383,0.8061021729376322,0.9060953936308179,0.09145413893163862,0.8628934042689577,0.7633555926544238,0.8001399916879937,0.11168921767895862,6.0,0.9276919866444063,0.0010799999999999699,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,intact,"[9252.51774005553, 1269.01841271259, 3037.92452514836]",spiny,,515202564,Scnn1a-Tg3-Cre;Ai14-242586.04.02.01,,positive,Mus musculus,VISp,385,4,Scnn1a-Tg3-Cre,0.0154623126732958,71.5476923076923,-12.659999784614401,0.141274452748486,1.23948,5.74135333333333,1.025428,-48.531253814697294,-46.1770833333333,-51.8750022888184,False,False,False,515202865,169.60966399999998,0.05996,1.23638,5.7388533333333305,1.02346,32.0,38.9791666666667,36.8625022888184,515202698,49,123.906247317791,0.0693726539611816,1.842838912,1.27496,5.78220666666667,1.605676,-59.250003814697294,-55.6458333333333,-78.3750045776367,100.0,117.70832824706999,1080.0,1.23594,5.73842666666667,1.023104,-38.21875,-35.6354166666667,-45.3062515258789,515202680,1.27496,5.78220666666667,1.605676,-59.250003814697294,-55.6458333333333,-78.3750045776367,3.82407298377769,3.99762224157484,3.83065047133696,-92.0625,-77.8588638305664,0.6897119341563803,0.7027480325119352,0.13319235753472927,0.8049382716049396,0.4255102040816264,0.4845114841172631,0.15604650788858312,29.0,0.6295918367346928,0.0007999999999999119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,NA,"[9240.00000000001, 2058.86565496311, 8842.86973542875]",aspiny,,574038330,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-304714.02.01.01,full,positive,Mus musculus,VISp,385,6a,Nos1-CreERT2|Sst-IRES-FlpO,0.0449570626692653,74.4416666666667,-31.924997367927,0.187632972271046,1.18028,2.47018666666667,1.02459333333333,-50.187503814697294,-51.0625025431315,-57.9062525431315,False,False,False,574045288,218.83196800000002,0.04068,1.17906,2.4688933333333303,1.02339333333333,45.406253814697294,47.0208346048991,40.4791679382324,574041666,35,279.062509536743,0.0195430163294077,2.14764544,,2.50598666666667,,,-49.4270833333333,,50.0,36.2083333333333,420.0,1.17864,2.46847333333333,1.02305333333333,-34.0312538146973,-34.5208358764648,-36.96875127156579,574041737,1.18028,2.4702,1.72510666666667,-50.187503814697294,-51.08333714803061,-61.0625025431315,3.0377162698889304,3.0337924409609403,2.6262975110239903,-90.71875,-60.470874786377,0.36891545687446553,0.46425612896003476,0.2502045356809352,0.43851409052092244,0.13880173315404176,0.3495474403729182,0.6141291892738641,19.0,0.13685940534887106,0.0006799999999997919,66.9609278338259,,0.86165100446919,0.5707743936393841,67.0454545454545,0.9664908571407941,,643517283.0,5.0,433.99454473093203,full,22.0,47.0,3008.0,3.0,25.0,69.5772,476.150796190914,509.568064415951,0.1144,0.1144,0.28,570.64138879256,False,3D Neuron Reconstruction morphology,3416.9687766794395,6130.74358231583,941.1135443366479
84,truncated,"[9380.0, 1597.43273017354, 8945.24192458555]",spiny,,322723785,Rorb-IRES2-Cre-D;Ai14-172650.03.01.01,,positive,Mus musculus,VISp,385,4,Rorb-IRES2-Cre,0.260165058509005,92.18125,-8.18062544788445,0.14684211311445902,1.13181,3.33230666666667,1.0250525,-45.3125,-47.364585876464794,-49.1953125,False,False,False,396487816,338.92726400000004,0.040535,1.12942,3.3299933333333303,1.02340625,41.625,43.8958333333333,44.500000953674295,396361264,40,191.562384366989,0.0298675894737244,2.8739010560000002,1.93878,3.36625666666667,1.50979625,-54.6875,-53.4270846048991,-77.60156440734859,110.0,57.7499987284342,840.0,1.1289799999999999,3.32956333333333,1.0230225,-36.4375,-35.8333333333333,-45.625001907348604,396361268,1.93878,3.36625666666667,1.50979625,-54.6875,-53.4270846048991,-77.60156440734859,3.9183698787959904,3.8952023078449796,3.7133648132020003,-97.78125762939449,-76.089111328125,0.2017064034722636,0.3680249508441247,0.5419303005930436,0.3874784469944706,0.15504396268205856,0.24127090231139509,0.3986674607102974,21.0,0.296529968454261,0.0007850000000000357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,intact,"[9326.14017165814, 1279.43688884743, 2861.16267787537]",spiny,,476457450,Nr5a1-Cre;Ai14-187780.03.02.01,dendrite-only,positive,Mus musculus,VISp,385,4,Nr5a1-Cre,0.0476945778402227,62.894,-20.6131257896036,0.159469707443475,1.118395,4.17376,1.025411,-45.6875,-46.958335876464794,-47.762502288818396,False,False,False,476458427,173.447264,0.0429200000000001,1.11636,4.1717083333333305,1.023462,37.71875,40.083333969116204,40.4937507629395,476458001,32,210.468634963036,0.0526439473032951,1.357400832,1.139235,4.20985833333333,1.411247,-48.25,-53.083335876464794,-77.4375045776367,70.0,78.7916666666667,780.0,1.11585,4.17120166666667,1.022979,-37.7812538146973,-35.3750025431315,-44.6812515258789,476458005,1.139235,4.20985833333333,1.411247,-48.25,-53.083335876464794,-77.4375061035156,3.23716786737683,3.03444217506621,3.60751163592337,-97.21875,-75.3036117553711,0.2558458523840626,0.3113969536044768,0.259261314778498,0.507054212932725,0.14407525208093686,0.24033660876927454,0.38095798649659546,23.0,0.2804358124111776,0.0008600000000000829,65.39671781807169,,0.863691508571932,0.378397991722086,52.84615384615379,0.8669784146408009,,491253858.0,6.0,427.477197320841,dendrite-only,26.0,56.0,2776.0,4.0,30.0,74.9719,461.28489541794096,299.06885494744597,0.1144,0.1144,0.28,273.59489702211897,False,3D Neuron Reconstruction morphology,2927.04421243581,3504.1633923969002,386.691987515297
86,intact,"[8790.23227466551, 631.367960807117, 7685.28421015727]",spiny,,477127614,Slc17a6-IRES-Cre;Ai14-190263.04.01.01,full,positive,Mus musculus,VISp,385,2/3,Slc17a6-IRES-Cre,0.0311050607804699,62.4966666666667,2.82499999955388,0.285904390113368,1.2695049999999999,2.4180525,1.02511,-52.09375,-51.437503814697294,-54.0437530517578,False,False,False,477181961,338.62912,0.0418050000000001,1.267385,2.4159349999999997,1.023375,39.6875038146973,42.390625,38.1875022888184,477138688,28,339.620679616928,0.026388593018055,1.28749312,1.3053,2.44975,1.719038,-57.5,-55.968751907348604,-74.9750045776367,30.0000019073486,34.8749990463257,450.0,1.2669,2.4154475,1.02296,-42.8125038146973,-42.1718769073486,-48.4062507629395,477138694,1.3053,2.44975,1.719038,-57.5,-55.968751907348604,-74.9750045776367,3.7015949250317903,3.8797589127458196,3.6777654423301698,-101.90625762939501,-72.0817794799805,0.41758930436599084,0.47978558856472225,0.2233470674182511,0.5519114267808632,0.28325123152709397,0.37656713476474957,0.19280563721289673,37.0,0.4006568144499149,0.0008799999999999919,84.0640080274233,,0.889290116700355,0.18045948191686897,54.6071428571429,0.74787906188281,,706381804.0,6.0,357.77947911533204,full,14.0,36.0,1875.0,8.0,22.0,85.6395,454.242328124621,239.15084778925598,0.1144,0.1144,0.28,43.975788519707,False,3D Neuron Reconstruction morphology,2161.67226656108,1223.7394667821002,63.0815212774907
87,intact,"[8790.23227466551, 631.367960807117, 7685.28421015727]",spiny,,477127614,Slc17a6-IRES-Cre;Ai14-190263.04.01.01,full,positive,Mus musculus,VISp,385,2/3,Slc17a6-IRES-Cre,0.0311050607804699,62.4966666666667,2.82499999955388,0.285904390113368,1.2695049999999999,2.4180525,1.02511,-52.09375,-51.437503814697294,-54.0437530517578,False,False,False,477181961,338.62912,0.0418050000000001,1.267385,2.4159349999999997,1.023375,39.6875038146973,42.390625,38.1875022888184,477138688,28,339.620679616928,0.026388593018055,1.28749312,1.3053,2.44975,1.719038,-57.5,-55.968751907348604,-74.9750045776367,30.0000019073486,34.8749990463257,450.0,1.2669,2.4154475,1.02296,-42.8125038146973,-42.1718769073486,-48.4062507629395,477138694,1.3053,2.44975,1.719038,-57.5,-55.968751907348604,-74.9750045776367,3.7015949250317903,3.8797589127458196,3.6777654423301698,-101.90625762939501,-72.0817794799805,0.41758930436599084,0.47978558856472225,0.2233470674182511,0.5519114267808632,0.28325123152709397,0.37656713476474957,0.19280563721289673,37.0,0.4006568144499149,0.0008799999999999919,84.0640080274233,,0.889290116700355,0.18045948191686897,54.6071428571429,0.74787906188281,,491392956.0,6.0,357.77947911533204,dendrite-only,14.0,36.0,1875.0,8.0,22.0,85.6395,454.242328124621,239.15084778925598,0.1144,0.1144,0.28,43.975788519707,True,3D Neuron Reconstruction morphology,2161.67226656108,1223.7394667821002,63.0815212774907
88,truncated,"[326.0, 250.0, 116.0]",spiny,epilepsy,489308885,H15.06.018.02.03.01,,,Homo Sapiens,MTG,12141,4,,0.0343700669974722,53.234117647058795,-65.34000424052171,0.23125,1.09984,3.51582666666667,1.02495,-49.187503814697294,-50.8854192097982,-52.140626907348604,False,False,False,500861768,206.588976,0.0316400000000001,1.0979999999999999,3.51378666666667,1.02356,44.000003814697294,44.9270846048991,44.859378814697294,500861167,27,235.93761026859298,0.11441236734390302,1.563847424,,3.5366400000000002,,,-51.8229192097982,,70.0,62.3333320617676,380.0,1.09756,3.5132933333333303,1.02316,-35.6250038146973,-39.2916666666667,-45.406253814697294,500861171,1.09984,3.5366400000000002,1.19076,-49.187503814697294,-51.8229192097982,-68.671875,3.76342246579714,4.09470529094805,3.27958020012936,-96.31250762939449,-69.00384521484379,0.28309805417779454,0.27876859157108375,0.19988551873476104,1.056466997329265,0.1415873015872993,0.16157747645170972,0.20853736961654187,36.0,0.31428571428570923,0.0008199999999998209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,intact,"[9167.91611906308, 1042.73761539496, 3099.96491464403]",spiny,,589452470,Vipr2-IRES2-Cre;Ai14-319360.03.02.01,,positive,Mus musculus,VISp,385,2/3,Vipr2-IRES2-Cre,0.0312696187833784,76.57,14.1724999791482,0.23204786842569197,1.1799,5.48760666666667,1.02519,-47.0,-47.2500012715658,-50.312501907348604,False,False,False,589480838,176.343536,0.0480400000000001,1.1771200000000002,5.48458666666667,1.0234299999999998,43.3125,42.4062525431315,44.375001907348604,589468888,37,196.562573313713,0.0348877906799316,1.553702016,,5.50590666666667,,,-54.1666679382324,,90.0,111.624997456868,840.0,1.17672,5.48415333333333,1.02306,-35.40625,-34.4062525431315,-45.890626907348604,589468876,1.20308,5.50590666666667,1.7730299999999999,-55.156253814697294,-54.1666679382324,-80.2500076293945,4.78939055972186,4.35711713096163,4.71602969180395,-100.78125762939501,-79.6616287231445,0.49857142857142844,0.546950502807887,0.15811397874566563,0.7902380952380952,0.40409683426443405,0.4376930349826672,0.15363034008957382,25.0,0.6387337057728166,0.0008199999999998209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,NA,"[8847.43673420269, 710.390591706559, 3590.96673368812]",aspiny,,486755781,Pvalb-IRES-Cre;Ai14-208711.04.02.01,,positive,Mus musculus,VISp,385,2/3,Pvalb-IRES-Cre,0.000624092232387076,10.814076923076902,-9.21312418716846,0.475162548764629,1.095745,22.3188616666667,1.0238924999999999,-60.812503814697294,-57.520835876464794,-64.0000009536743,False,False,False,486897526,95.944688,0.29055,1.09501,22.318051666666697,1.02308125,0.84375,8.08333381017049,5.656250476837161,486759673,65,50.3125786781311,0.0864920765161514,1.204505856,,,,,,,540.0,532.458333333333,969.9999389648441,1.094745,22.3177633333333,1.0228575,-36.625,-31.1770846048991,-45.6640653610229,486759659,1.09578,22.31898,1.48088125,-60.906253814697294,-57.7187525431315,-79.50781822204591,1.15602109156681,1.1379087522957498,1.40189986609215,-85.90625,-78.84593200683591,0.922628951747081,1.0255151760881513,0.1030186697409412,0.8215474209650366,0.5817923186344226,0.7241895941160448,0.13689284226627832,118.0,0.6481744902797657,0.0003349999999999742,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,NA,"[8227.87539690606, 1291.76405019677, 8400.58213585674]",aspiny,,479107488,Htr3a-Cre_NO152;Ai14-182497.06.01.01,,positive,Mus musculus,VISp,385,5,Htr3a-Cre_NO152,0.0120166229649352,25.875135135135103,42.7024943183696,0.475438599813971,1.1471799999999999,1.598535,1.0244879999999998,-52.3125,-53.6979179382324,-57.568752288818395,False,False,False,479114116,457.05392,0.0110250000000001,1.14616,1.597305,1.023331,10.7812509536743,14.614584287007698,14.7687509536743,479108757,35,429.464250802994,0.0329337976872921,1.67726336,1.16536,1.6113899999999999,1.604589,-55.406253814697294,-56.010420481363894,-63.18125610351561,10.0,14.4583330154419,92.0,1.1457700000000002,1.5968950000000002,1.022967,-44.65625,-44.05208714803061,-45.8312522888184,479108763,1.16536,1.6113899999999999,1.604589,-55.406253814697294,-56.010420481363894,-63.18125610351561,1.8165165380987298,1.7981909380045,1.75450126147248,-101.125,-61.4177131652832,0.419376925710377,0.4734274791618828,0.22082760041950997,0.4291338582677159,0.26673596673596106,0.4081582156554217,0.28784817482912356,55.0,0.2713097713097771,0.0004550000000000942,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,truncated,"[325.0, 257.0, 102.0]",spiny,epilepsy,508280385,H16.06.004.01.04.02,,,Homo Sapiens,MTG,12141,5,,0.9351433555485981,447.14,10.0674997852157,0.0609848484848485,1.2236200000000002,4.84492,1.02663333333333,-50.15625,-52.2708333333333,-52.1875012715658,False,False,False,508281454,108.204376,0.0775000000000001,1.21876,4.84012666666667,1.02373333333333,46.562503814697294,47.5833346048991,44.5937525431315,508280909,51,126.25004351139098,0.15144746005535098,1.506629248,,4.87066666666667,,,-53.875003814697294,,90.0,95.5,1030.0,1.2181799999999998,4.83951333333333,1.02317333333333,-35.75,-40.083335876464794,-45.1354179382324,508280913,1.3783,4.87066666666667,1.10510666666667,-55.0,-53.875003814697294,-57.5729192097982,5.03899246921333,4.715646829212361,4.45870602231962,-80.8437576293945,-66.65158843994139,0.03351361346091609,0.06485664445140206,0.935143355548598,1.0,0.11513687600644097,0.13701583347306373,0.34864330917822134,9.0,0.692592592592592,0.0014600000000000168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,NA,"[8658.62377159762, 921.774796961162, 3044.72514457668]",aspiny,,439372920,Htr3a-Cre_NO152;Ai14-177968.04.02.01,,positive,Mus musculus,VISp,385,2/3,Htr3a-Cre_NO152,0.00354384724544078,46.95675,-123.4424784613,0.331399328120076,1.28047,6.067455000000001,1.02688833333333,-56.21875,-56.500001907348604,-60.562503814697294,False,False,False,473472573,170.031024,0.0208950000000001,1.27798,6.0645425,1.02328666666667,26.5625,30.281250953674302,30.2083346048991,439810198,29,148.43761920928998,0.0929054990410805,2.733126144,1.286525,6.0728,1.0433299999999999,-60.1875,-60.1875,-70.0729217529297,110.0,126.125,143.333333333333,1.277625,6.0641925,1.0229966666666699,-42.6250038146973,-41.34375,-44.6875,439810218,1.286525,6.0728,1.0433299999999999,-60.1875,-60.1875,-70.0729217529297,2.8344386560931802,2.8510138317759597,2.5331659331849,-85.34375,-69.4498291015625,0.8756119492456801,0.9331991673188619,0.10718397451926176,0.9309621340793287,0.5578389830508405,0.6181760646768141,0.0974128889240401,47.0,0.7408898305084713,0.0005550000000000832,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,NA,"[9018.69805720431, 2148.08387127384, 9093.94355194903]",aspiny,,569457730,Chrna2-Cre_OE25;Ai14(IVSCC)-298555.04.01.01,,positive,Mus musculus,VISl,409,6a,Chrna2-Cre_OE25,0.00172296884813934,10.917741935483901,-14.0999998135549,1.0342818514992,1.0331,8.30454666666667,1.02425333333333,-68.3125,-65.2708358764648,-68.88021214803061,False,False,False,569458940,188.709152,0.00818000000000008,1.03234,8.30368,1.02349,28.03125,21.7500012715658,31.270834287007602,569458217,50,131.718754768372,0.020038453862071,1.123117952,,,,,,,180.0,182.083333333333,380.0,1.03198,8.30326666666667,1.0231299999999999,-45.968753814697294,-37.5729192097982,-49.286461512247705,569458225,1.03314,8.30461333333333,1.46029666666667,-68.4062576293945,-65.3645833333333,-72.21354548136391,1.2995587704583702,1.1922201638181598,1.28911294543069,-87.46875,-71.57623291015621,0.8101472995089953,0.9067809129856716,0.09761512904650854,0.864157119476252,0.7535545023696785,0.8854900219939761,0.09551607428963986,139.0,0.7772511848341315,0.00039999999999995595,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,NA,"[68.0, 252.0, 106.0]",aspiny,epilepsy,601927090,H17.03.010.11.13.01,full,,Homo Sapiens,MTG,12141,3,,0.007807896014765421,21.365652173913,29.629999842573103,0.5665597384747559,1.22496,1.41876,1.02548,-56.968753814697294,-56.864585876464794,-57.773441314697294,False,False,False,601978029,464.684576,0.0139800000000001,1.2229999999999999,1.4167533333333302,1.02354,39.9062538146973,41.2604192097982,43.328125953674295,601966325,25,298.749953508377,0.0759210661053658,3.116900608,,,,,,,10.0,9.91666666666667,260.0,1.22244,1.41616666666667,1.0230549999999998,-43.437503814697294,-43.8854179382324,-40.7421894073486,601966524,1.22526,1.41918666666667,1.528325,-57.125003814697294,-57.0625025431315,-72.3984413146973,2.9527368845376802,2.92970360924739,3.08032736459601,-98.62500762939449,-70.7114715576172,0.4948529411764736,0.6299831098268259,0.20704314723526587,0.5000000000000041,0.4274004683840728,0.6092372829604786,0.20618776656162371,83.0,0.4601873536299817,0.0008600000000000829,85.88628054166891,,0.881230504920158,0.48680839202290105,38.0384615384615,1.0,,656411100.0,5.0,222.480762483081,full,13.0,28.0,1008.0,2.0,15.0,63.9901,352.38748636531403,157.545419495853,0.1144,0.1144,0.28,173.67486103872298,False,3D Neuron Reconstruction morphology,1113.57378582792,1704.9008885779,225.76339224377497
96,NA,"[8938.63789414673, 1268.43475196862, 8546.52313424141]",aspiny,,560965993,Nos1-CreERT2;Ai14(BT)-285362.04.01.01,full,positive,Mus musculus,VISp,385,4,Nos1-CreERT2,-0.010581141746296999,77.655,-93.6049987521059,0.16396321115719698,1.1568200000000002,6.64688,1.027088,-48.875003814697294,-52.125003814697294,-55.30625305175779,False,False,False,560967258,192.516256,0.0422800000000001,1.15372,6.64306666666667,1.02352,25.1875019073486,26.3333346048991,29.412501144409198,560966368,43,137.812525033951,0.0164867360144854,2.643021568,1.16354,6.65450666666667,,-52.125003814697294,-56.67708714803061,,190.0,140.541666666667,600.0,1.1532200000000001,6.642580000000001,1.02312,-33.1562538146973,-35.9166666666667,-42.2125015258789,560966372,1.16354,6.65450666666667,1.796616,-52.125003814697294,-56.67708714803061,-72.9812515258789,3.63877500384277,3.73777097026756,2.58747923800035,-87.0625,-72.51881408691409,1.2623285672599922,1.114158779215761,0.09205378030002492,1.3151444412022184,0.5764098148945369,0.6581469648562307,0.11606391015853129,25.0,0.6909169177787389,0.0009399999999999409,79.0454503447919,,0.908526755659924,0.266124663370183,18.5466666666667,0.9941787060816372,,572837209.0,8.0,109.458138903941,full,38.0,81.0,1495.0,5.0,43.0,53.2784,159.628226077657,149.31207179625602,0.1144,0.1144,0.28,111.513115620311,False,3D Neuron Reconstruction morphology,1750.8890261684398,1471.0076858386099,96.9146586572635
