"","cell_id","layer_name","cell_type","recorder_name","subject_id","acquisition_time","rmp","voltage_drift","has_morphology","tag_comments","has_burst"
"165","19129037.abf","L5","Pyr","Homeira","X2019.01.29","2019-01-29 17:28:09.468",-62.9,0.1168212890625,FALSE,"C6,L5,   RMP -62.9  mv,",FALSE
"166","19129040.abf","L3c","Pyr","Homeira","X2019.01.29","2019-01-29 17:37:39.750",-66.5,0.1226806640625,FALSE,"C7,L3,   RMP -66.5mv,",FALSE
"167","19129043.abf","L3c","Pyr","Homeira","X2019.01.29","2019-01-29 17:50:26.156",-65.8,3.523486328125,FALSE,"C8,L3,   RMP -65.8mv,",FALSE
"168","19129047.abf","L3c","Pyr","Homeira","X2019.01.29","2019-01-29 18:10:59.859",-67.1,0.4359130859375,FALSE,"C9,L3,   RMP -67.1mv,",FALSE
"169","19129052.abf","L2.3","Pyr","Homeira","X2019.01.29","2019-01-29 19:23:19.109",-60.3,2.2374267578125,FALSE,"C10,L2,   RMP -60.3 mv",FALSE
"170","19129057.abf","L2.3","Pyr","Homeira","X2019.01.29","2019-01-29 19:42:12.406",-67.7,0.369140625,FALSE,"C11,L2,   RMP -67.7  mv, 500 um from pia",FALSE
"171","19129069.abf","L2.3","Pyr","Homeira","X2019.01.29","2019-01-29 20:30:21.281",-67.2,0.86669921875,FALSE,"C13,L3,   RMP -67.2 mv",TRUE
"172","19320001.abf","L5","Pyr","Homeira","X2019.03.20","2019-03-20 14:40:13.953",-65.8,1.7669677734375,FALSE,"C1, L5,   RMP -65.8mv,",FALSE
"173","19320007.abf","L5","Pyr","Homeira","X2019.03.20","2019-03-20 15:12:33.062",-66.1,5.156982421875,FALSE,"C2, L5,   RMP -66.1 mv,",FALSE
"174","19320017.abf","L2.3","Pyr","Homeira","X2019.03.20","2019-03-20 17:31:35.250",-73.2,0.4525146484375,TRUE,"C4, L2/3,   RMP -73.2 mv,",FALSE
"175","19320024.abf","L3c","Pyr","Homeira","X2019.03.20","2019-03-20 18:12:27.593",-75.9,0.3179931640625,FALSE,"C5, L2/3,   RMP -75.9  mv,",FALSE
"176","19320025.abf","L2.3","Pyr","Homeira","X2019.03.20","2019-03-20 18:20:39.921",-66,1.96533203125,FALSE,"C6, L2/3,   RMP -66  mv,",TRUE
"177","19320030.abf","L2.3","Pyr","Homeira","X2019.03.20","2019-03-20 19:05:14.843",-65.9,1.6143798828125,FALSE,"C7, L5   RMP -65.9  mv,",FALSE
"178","19320041.abf","L5","Pyr","Homeira","X2019.03.20","2019-03-20 19:58:36.796",-61.6,4.282470703125,FALSE,"C8, L5   RMP -61.6   mv,",TRUE
"179","2019_09_03_0023.abf","L2.3","Pyr","Homeira","X2019.09.03","2019-09-03 14:17:17.390",-64,14.6132736206055,FALSE,"C1, L2-RMP -64",FALSE
"180","2019_09_03_0036.abf","L2.3","Pyr","Homeira","X2019.09.03","2019-09-03 15:05:10.703",-65.8,1.21659393310547,FALSE,"C3, L2-RMP -65.8 mv",FALSE
"181","2019_09_03_0045.abf","L5","Pyr","Homeira","X2019.09.03","2019-09-03 15:25:18.515",-66,9.89720916748047,FALSE,"C4, L5, -66 mv",FALSE
"182","2019_09_03_0088.abf","L2.3","Pyr","Homeira","X2019.09.03","2019-09-03 18:04:15.328",-61,0.776851654052734,FALSE,"C9 L2, RMP -61 mv",FALSE
"183","2019_11_26_0094.abf","L5","Pyr","Homeira","X2019.11.26","2019-11-26 17:53:03.109",-65.2,1.419873046875,FALSE,"C8. L5 RMP -65.2  mV Big cell",TRUE
"184","2019_11_26_0110.abf","L5","Pyr","Homeira","X2019.11.26","2019-11-26 18:38:12.625",-65.4,0.000830078125005684,FALSE,"C9. L5 RMP -65.4  mV Big cell,",FALSE
"185","2019_11_28_0079.abf","L3c","Pyr","Homeira","X2019.11.28","2019-11-28 15:24:58.781",-64.2,0.680371093749997,FALSE,"C3. L3 RMP -64.2  mv,",FALSE
"186","2019_11_28_0093.abf","L3c","Pyr","Homeira","X2019.11.28","2019-11-28 16:17:32.875",-64.3,0.548779296874997,FALSE,"C4 L3c, RMP -64.3,",FALSE
"187","2019_11_28_0119.abf","L5","Int","Homeira","X2019.11.28","2019-11-28 17:15:35.828",-61,0.58447265625,FALSE,"C5, L5, RMP -61 mV",FALSE
"188","2020_01_06_0017.abf","L3c","Pyr","Homeira","X2020.01.06","2020-01-06 13:18:58.062",-64.5,1.23486328125,FALSE,"C2, L3C, RMP -64.5 mV",FALSE
"189","2020_01_06_0048.abf","L3c","Pyr","Homeira","X2020.01.06","2020-01-06 17:29:25.890",-60.2,1.6896484375,TRUE,"C6, L3C, RMP -60.2 mV,",FALSE
"190","2020_01_06_0063.abf","L3c","Pyr","Homeira","X2020.01.06","2020-01-06 18:16:51.875",-66.9,0.147119140624994,FALSE,"C8 L3C, RMP -66.9 mv",FALSE
"191","2020_01_06_0082.abf","L3c","Pyr","Homeira","X2020.01.06","2020-01-06 19:42:23.390",-66.7,6.11494140625,FALSE,"C11,  L3,  RMP -66.7 mv,",FALSE
"192","2020_01_06_0090.abf","L3c","Pyr","Homeira","X2020.01.06","2020-01-06 20:12:50.656",-65.2,3.22041015625,FALSE,"C12,  L3,  RMP -65.2 mv,",FALSE
"193","2020_01_06_0095.abf","L3c","Pyr","Homeira","X2020.01.06","2020-01-06 20:34:20.703",-60.2,12.401318359375,FALSE,"C13,  L3,  RMP -60.2,",FALSE
"194","2020_01_27_0002.abf","L5","Pyr","Homeira","X2020.01.27","2020-01-27 12:57:14.312",-65,2.474365234375,FALSE,"C1,  RMP -60 mV, -65 mv",FALSE
"195","2020_01_27_0008.abf","L5","Pyr","Homeira","X2020.01.27","2020-01-27 14:04:13.187",-74.2,1.453076171875,FALSE,"C2,  L5 , RMp -74.2 mv",FALSE
"196","2020_01_27_0038.abf","L3c","Pyr","Homeira","X2020.01.27","2020-01-27 19:28:31.750",-69.9,4.13564453124999,FALSE,"C6  L3 ,RMP -69.9mv",FALSE
"197","2020_01_27_0042.abf","L5","Pyr","Homeira","X2020.01.27","2020-01-27 20:55:03.437",-60.7,1.0076171875,FALSE,"C7 , L5 ,RMP -60.7 mv",TRUE
"198","2020_01_28_0008.abf","L5","Pyr","Homeira","X2020.01.28","2020-01-28 17:23:29.906",-65,3.3544921875,FALSE,"",FALSE
"199","2020_01_28_0017.abf","L5","Pyr","Homeira","X2020.01.28","2020-01-28 18:31:27.390",-55,0.84716796875,FALSE,"C4, L5, RMP -56.3 mV",FALSE
"200","2020_01_28_0029.abf","L5","Pyr","Homeira","X2020.01.28","2020-01-28 20:59:37.984",-68,0.464599609375,FALSE,"",FALSE
"201","2020_03_02_0023.abf","L5","Pyr","Homeira","X2020.03.02","2020-03-02 16:36:35.609",-68,2.112548828125,FALSE,"C3-, RMp -68, 93, L5",FALSE
